StudentID,StudentName,CourseID,CourseName,Instructor
3556,Isla Wilson,2967,Physics156,Prof. Jones
842,Wesley Lee,4059,English192,Prof. Davis
4781,Yvette Rodriguez,4455,CS159,Prof. Green
4592,Mark Williams,4050,Physics113,Prof. Brown
6614,Maddie Bell,3463,English143,Prof. Williams
1911,Bob Peterson,3618,Biology152,Prof. Wilson
3220,Cindy Martin,2817,Physics110,Prof. Williams
5768,Vanessa Anderson,2173,History169,Prof. Davis
1705,Eve Henderson,3660,Math109,Prof. Davis
4927,Hazel Garcia,4114,History121,Prof. Taylor
4276,Yosef Parker,3571,English118,Prof. Williams
4210,Caleb Cooper,2346,Biology122,Prof. Brown
3981,Ulysses Clark,3937,Physics147,Prof. White
4870,Monica Brown,3685,Physics122,Prof. Williams
4445,Carol Foster,2197,Math149,Prof. Davis
5571,Xena Turner,3815,English148,Prof. Jones
5626,Milo Flores,3588,CS182,Prof. Smith
2050,Bella Fisher,2478,Math146,Prof. White
1410,Paul Carter,2198,History111,Prof. White
223,Ulysses Wright,4139,CS172,Prof. Taylor
1936,Julia Lee,4133,CS184,Prof. Brown
4558,Bella Campbell,3056,History113,Prof. Taylor
772,Yvette Henderson,4530,History190,Prof. Green
2355,Tim Carter,2264,English109,Prof. Johnson
1863,Valerie Clark,2709,Math180,Prof. Williams
1254,Steve Howard,2153,English135,Prof. Davis
5977,Victor Carter,3385,English114,Prof. Green
6689,Wyatt Walker,4511,English124,Prof. Wilson
877,Emma Jackson,2850,Biology139,Prof. Wilson
733,Cindy Peterson,4569,Physics192,Prof. White
38,Xavier Mitchell,2683,English199,Prof. Johnson
775,Yvette Torres,2768,English172,Prof. Williams
3865,Xavier Cook,3508,History161,Prof. Smith
1608,Paul Thompson,2242,English161,Prof. Gray
1109,Irene Green,2981,History135,Prof. Smith
1594,Freddie Ross,3185,English139,Prof. Williams
4486,Nina Wilson,2817,Physics110,Prof. Williams
3097,Diana Ross,3021,Biology185,Prof. Green
5877,Ian Jones,3209,Physics101,Prof. Taylor
6446,Bianca Hughes,3250,Biology186,Prof. Wilson
4478,Mia Flores,4558,Biology194,Prof. Wilson
6391,Harold Jenkins,3948,Biology175,Prof. Green
1035,Xavier Coleman,3415,Biology117,Prof. Brown
1546,George Davis,3283,History121,Prof. White
2563,Adrian Miller,4217,Physics137,Prof. Taylor
4558,Bella Campbell,2802,CS106,Prof. Smith
198,Gina Myers,2900,Math133,Prof. Gray
3096,Zane Torres,3534,History147,Prof. Wilson
6577,Ivy Peterson,2076,CS162,Prof. White
1555,Felix Coleman,4322,Biology158,Prof. Brown
6874,Rose Allen,4735,Math162,Prof. Wilson
1676,Lukas Rogers,2037,CS151,Prof. Gray
6267,Wyatt Henderson,4590,Biology133,Prof. Wilson
4167,Derek King,3835,English109,Prof. Smith
4295,Xander Ward,2613,Math169,Prof. Brown
2168,Patrick Evans,2565,Physics129,Prof. Johnson
6772,Bianca Walker,2658,English114,Prof. Davis
3630,Julia Allen,2154,Physics109,Prof. Gray
4070,Tara Bell,3117,Math153,Prof. Smith
2469,Lukas Rodriguez,2852,CS112,Prof. Davis
2812,Derek Ortiz,3295,Physics191,Prof. Brown
1472,Yosef Howard,3054,English126,Prof. Taylor
1424,Philip Barnes,2064,History132,Prof. Taylor
4654,Zelda Barnes,2248,Math120,Prof. Green
4554,Bob Cook,2507,History117,Prof. Brown
2105,Zane Williams,2091,CS154,Prof. Williams
1914,Tim Mitchell,2463,Biology122,Prof. Miller
3543,Renee Gray,4026,Math149,Prof. Miller
475,Kyle Russell,4380,Math185,Prof. Davis
1374,Grace Jones,3145,Biology163,Prof. Smith
4988,Charlie Young,3734,CS152,Prof. Williams
3742,Noah Jenkins,3853,Math177,Prof. Miller
5732,Dana Jones,3642,Math143,Prof. Smith
1974,Monica Long,4012,Math166,Prof. Johnson
3597,Quincy Garcia,3367,History166,Prof. White
498,Cindy Powell,4701,CS105,Prof. Smith
2493,Kimberly Perez,2218,English108,Prof. Wilson
2012,Bryan Griffin,2192,History197,Prof. Davis
2571,Harry Williams,2132,Physics134,Prof. Davis
1900,Wyatt Nelson,2064,History132,Prof. Taylor
1630,Uma Cruz,3774,CS101,Prof. Williams
3543,Renee Gray,3492,Math179,Prof. White
6097,Ruby Bailey,3257,History151,Prof. Green
1853,Karen Jenkins,4361,Math122,Prof. White
528,Helen Peterson,2220,CS197,Prof. Miller
4466,Rita Martin,2370,English192,Prof. Wilson
1914,Tim Mitchell,4429,CS196,Prof. Gray
3107,Ximena Reed,2770,English189,Prof. Johnson
5219,Isla Thompson,3298,CS172,Prof. Brown
5312,Dana Hughes,3181,English196,Prof. Gray
92,Clara Garcia,4329,History161,Prof. Jones
6659,Rose Flores,2062,Math187,Prof. Gray
2069,Alice Perez,3784,English105,Prof. Smith
5736,Diana Roberts,2472,Biology197,Prof. Smith
2500,Felix Wilson,3638,History194,Prof. Smith
3825,Nancy Ross,4967,CS128,Prof. Brown
5712,Yosef Young,3472,History161,Prof. Wilson
4632,Valerie Robinson,3951,English189,Prof. Davis
507,Rose Roberts,2339,CS113,Prof. Gray
2010,Steve Jenkins,4856,CS136,Prof. White
1390,Noah Green,4152,English124,Prof. Williams
4036,Dana Davis,2345,Biology115,Prof. Wilson
1839,Uma Myers,2941,Biology106,Prof. Brown
3109,Derek Henderson,4379,Math101,Prof. Jones
4083,Vera Young,3010,Math135,Prof. Miller
4480,Zoe Allen,3952,Physics110,Prof. Taylor
944,Sam Ortiz,4164,CS130,Prof. Jones
6711,Gina Perez,3396,English108,Prof. Johnson
2992,Sophia Davis,2090,CS136,Prof. Wilson
2789,Ivy Jones,3607,Physics105,Prof. Miller
2658,Renee Torres,2506,English166,Prof. Johnson
1936,Julia Lee,3698,Math112,Prof. Jones
5204,Helen King,2755,History131,Prof. Wilson
6175,Karen Hughes,2320,CS173,Prof. Taylor
2456,Mia Parker,3418,Biology159,Prof. Williams
5136,Victor Lee,2704,English106,Prof. Brown
2628,Mia Powell,2992,Physics136,Prof. Gray
827,Charlie Cook,3551,Physics186,Prof. Davis
6052,Ian Gonzalez,2823,Math180,Prof. Green
4735,Sophia Martin,4817,CS131,Prof. Brown
2667,Xander Price,2485,Biology170,Prof. Miller
