StudentID,StudentName,CourseID,CourseName,Instructor
5505,Olga Rodriguez,4083,CS103,Prof. Brown
875,Penny Moore,4763,CS149,Prof. Brown
3903,Cindy Evans,3298,CS172,Prof. Brown
5708,Theo Griffin,2722,CS105,Prof. Brown
4172,Nate Campbell,2014,CS117,Prof. Brown
1895,Ruby Myers,217,CS146,Prof. Brown
1682,Quinn Perez,4824,CS182,Prof. Brown
2572,Theo Green,141,CS112,Prof. Brown
1668,Zack Powell,1738,CS158,Prof. Brown
2598,Sam Jones,1867,CS190,Prof. Brown
2281,Yara Harris,724,CS108,Prof. Brown
1936,Julia Lee,4133,CS184,Prof. Brown
3013,Dave Henderson,791,CS160,Prof. Brown
127,Hank Bell,791,CS160,Prof. Brown
94,Emma Nelson,1846,CS127,Prof. Brown
2024,Isaac Henderson,3659,CS141,Prof. Brown
4156,Freddie Jones,556,CS194,Prof. Brown
134,Paul Reed,2251,CS140,Prof. Brown
490,Uriah Hall,4325,CS109,Prof. Brown
1759,Frances Sullivan,217,CS146,Prof. Brown
4532,Ruby Martin,217,CS146,Prof. Brown
5532,Bella Morgan,2251,CS140,Prof. Brown
957,Hazel Nelson,2024,CS151,Prof. Brown
149,Noah Perez,2789,CS137,Prof. Brown
1976,Fiona Gray,3816,CS124,Prof. Brown
9,Cindy Brown,1435,CS168,Prof. Brown
6080,Vera Carter,2722,CS105,Prof. Brown
1242,Tara Reyes,3816,CS124,Prof. Brown
5339,Dave Mitchell,631,CS132,Prof. Brown
2722,Wendy Cruz,3421,CS148,Prof. Brown
286,Yvonne Thompson,1772,CS114,Prof. Brown
1816,Elliot Campbell,244,CS171,Prof. Brown
5214,Kimberly Johnson,1574,CS102,Prof. Brown
2886,Bella Long,3626,CS118,Prof. Brown
3485,Julia Evans,1016,CS164,Prof. Brown
4987,Quinn Reed,2707,CS163,Prof. Brown
5332,Adrian Perez,1560,CS126,Prof. Brown
5988,Milo Parker,3284,CS191,Prof. Brown
2134,George Hall,2324,CS174,Prof. Brown
4445,Carol Foster,2868,CS154,Prof. Brown
1063,Elena White,4267,CS165,Prof. Brown
5580,Sam Russell,3015,CS195,Prof. Brown
4771,Omar Henderson,244,CS171,Prof. Brown
83,Tim Barnes,3337,CS187,Prof. Brown
6078,Fiona Jenkins,3490,CS120,Prof. Brown
5556,Lena Carter,4763,CS149,Prof. Brown
5359,Justin Morgan,349,CS147,Prof. Brown
272,Irene Nelson,4058,CS177,Prof. Brown
1321,Carol Garcia,986,CS180,Prof. Brown
4664,Bella Jones,2299,CS183,Prof. Brown
3107,Ximena Reed,2539,CS197,Prof. Brown
4685,Rachel Ross,354,CS110,Prof. Brown
6198,Liam Bailey,2117,CS193,Prof. Brown
6636,Uriel Sanders,1442,CS199,Prof. Brown
2773,Sebastian Martin,967,CS133,Prof. Brown
6171,Penny Campbell,1867,CS190,Prof. Brown
5052,Justin Henderson,1574,CS102,Prof. Brown
4735,Sophia Martin,4817,CS131,Prof. Brown
5829,Vince Robinson,3015,CS195,Prof. Brown
6271,Ivy Campbell,1550,CS123,Prof. Brown
5873,Kieran Anderson,141,CS112,Prof. Brown
4087,Wesley Cruz,2117,CS193,Prof. Brown
2898,Omar Nelson,363,CS113,Prof. Brown
3627,Mark Perez,791,CS160,Prof. Brown
630,Kieran Adams,3317,CS142,Prof. Brown
6866,Nate Kelly,1574,CS102,Prof. Brown
5622,Ulysses Griffin,4083,CS103,Prof. Brown
129,Julia Perez,1435,CS168,Prof. Brown
6285,Caleb Russell,2887,CS167,Prof. Brown
454,Dennis Torres,631,CS132,Prof. Brown
3825,Nancy Ross,4967,CS128,Prof. Brown
6588,Frances Allen,724,CS108,Prof. Brown
1577,Zoey Green,631,CS132,Prof. Brown
5792,Elliot Price,3115,CS186,Prof. Brown
721,Adrian Ward,3626,CS118,Prof. Brown
6134,Oscar Wilson,1197,CS157,Prof. Brown
330,Sam Bell,4874,CS192,Prof. Brown
2908,Zoey Davis,2664,CS144,Prof. Brown
5818,Justin Clark,2854,CS138,Prof. Brown
2975,Ian Scott,1574,CS102,Prof. Brown
1417,Emma Clark,2324,CS174,Prof. Brown
5187,Zack Campbell,242,CS169,Prof. Brown
628,Julia Ortiz,216,CS175,Prof. Brown
5897,Leon Robinson,1574,CS102,Prof. Brown
5219,Isla Thompson,3298,CS172,Prof. Brown
1168,Ulysses Adams,1836,CS162,Prof. Brown
1080,Ian Moore,1745,CS107,Prof. Brown
3323,Milo Gonzalez,3125,CS196,Prof. Brown
1878,Yara Torres,216,CS175,Prof. Brown
6916,Gareth Anderson,242,CS169,Prof. Brown
6172,Will Bailey,1242,CS170,Prof. Brown
4961,Carol Coleman,3626,CS118,Prof. Brown
2832,Nate Garcia,2664,CS144,Prof. Brown
3668,Omar Cruz,2014,CS117,Prof. Brown
2463,Uma Hughes,4133,CS184,Prof. Brown
5711,Bianca Powell,2854,CS138,Prof. Brown
1029,Emma Bell,2492,CS145,Prof. Brown
2589,Peter Davis,3825,CS116,Prof. Brown
6139,Zane Morris,141,CS112,Prof. Brown
2497,Rita Davis,363,CS113,Prof. Brown
