StudentID,StudentName,CourseID,CourseName,Instructor
4884,Mark Taylor,3989,Math155,Prof. Brown
3644,Nate Taylor,1078,Biology134,Prof. Smith
6058,Kimberly Taylor,2595,Biology194,Prof. Jones
6257,Vera Taylor,2790,Physics156,Prof. Wilson
4179,Simone Taylor,2625,Physics169,Prof. Johnson
5199,Ursula Taylor,2347,CS148,Prof. Smith
1333,Liam Taylor,1704,Biology160,Prof. Miller
4463,Olga Taylor,4017,Physics112,Prof. Smith
2244,Philip Taylor,923,Physics143,Prof. Johnson
576,Zoey Taylor,238,English120,Prof. Gray
6931,Steve Taylor,672,History139,Prof. Brown
5868,Yasmine Taylor,3692,Physics142,Prof. Brown
374,Renee Taylor,2406,Math146,Prof. Smith
4224,Ursula Taylor,3796,History152,Prof. Davis
576,Zoey Taylor,3641,CS193,Prof. Jones
4744,Xavier Taylor,3723,History175,Prof. Taylor
6629,Isaac Taylor,3272,Math115,Prof. White
6058,Kimberly Taylor,2540,Physics101,Prof. Smith
2745,Kyle Taylor,1077,English130,Prof. White
995,Tracy Taylor,2112,Biology163,Prof. Wilson
6289,Olivia Taylor,229,English105,Prof. Gray
5387,Eve Taylor,342,Physics170,Prof. Green
3859,Freddie Taylor,3752,History132,Prof. Miller
3275,Paul Taylor,4989,CS125,Prof. Miller
309,Hazel Taylor,4039,CS123,Prof. Johnson
2064,Olivia Taylor,1804,Biology199,Prof. Wilson
1709,Harold Taylor,1448,Biology114,Prof. Williams
2865,Penny Taylor,1562,Physics146,Prof. White
3751,Will Taylor,1931,Math118,Prof. Brown
6725,Zelda Taylor,231,Physics193,Prof. Jones
1172,Tina Taylor,2771,English140,Prof. Taylor
4744,Xavier Taylor,4838,Math115,Prof. Taylor
4345,Olga Taylor,3507,English147,Prof. Johnson
5590,Ethan Taylor,2174,Physics106,Prof. Smith
6942,Nathan Taylor,4719,English198,Prof. Jones
5721,Bryan Taylor,2203,Math110,Prof. Taylor
4772,Dennis Taylor,1429,English163,Prof. Williams
1338,Bob Taylor,1905,History197,Prof. Williams
4430,Uriah Taylor,2003,English127,Prof. Gray
194,Sophia Taylor,2262,CS135,Prof. Green
6942,Nathan Taylor,2747,History168,Prof. Johnson
1338,Bob Taylor,3821,Physics197,Prof. Davis
4345,Olga Taylor,304,English132,Prof. White
6931,Steve Taylor,179,History165,Prof. White
4404,Yara Taylor,1139,English140,Prof. Gray
6404,Bob Taylor,3813,Physics112,Prof. Johnson
932,Simone Taylor,3907,History145,Prof. Gray
4744,Xavier Taylor,2774,English165,Prof. Miller
5387,Eve Taylor,1111,Math139,Prof. Gray
3423,Milo Taylor,2806,History103,Prof. White
5577,Leon Taylor,4502,Math130,Prof. Gray
3477,Rita Taylor,1894,History142,Prof. Williams
309,Hazel Taylor,1005,English195,Prof. Brown
3477,Rita Taylor,3147,English169,Prof. Gray
4224,Ursula Taylor,884,Physics144,Prof. Jones
320,Gareth Taylor,751,Math198,Prof. White
160,Patrick Taylor,4960,History140,Prof. Brown
2352,Ethan Taylor,1399,English101,Prof. Miller
2951,Rose Taylor,1769,Physics143,Prof. Taylor
1783,Elena Taylor,574,History122,Prof. White
975,Derek Taylor,3573,Physics122,Prof. Wilson
2704,Irene Taylor,4789,English136,Prof. Jones
3656,Gareth Taylor,1084,Math145,Prof. White
3751,Will Taylor,923,Physics143,Prof. Johnson
2352,Ethan Taylor,1327,CS159,Prof. Smith
1172,Tina Taylor,1326,CS108,Prof. Wilson
5154,Adrian Taylor,243,Biology115,Prof. Miller
6629,Isaac Taylor,2306,History196,Prof. White
374,Renee Taylor,2003,English127,Prof. Gray
2704,Irene Taylor,927,CS102,Prof. Davis
6410,Ophelia Taylor,299,Physics114,Prof. White
4623,Dave Taylor,3950,Math186,Prof. Miller
4884,Mark Taylor,2437,Math183,Prof. Davis
2745,Kyle Taylor,2115,Physics130,Prof. Gray
3355,Vera Taylor,3321,History127,Prof. Miller
2716,Emma Taylor,1037,Math141,Prof. Smith
5387,Eve Taylor,4704,History135,Prof. White
1781,Sebastian Taylor,607,CS105,Prof. Taylor
1338,Bob Taylor,4254,History167,Prof. Brown
6931,Steve Taylor,1419,English187,Prof. Miller
6477,Jackie Taylor,3534,History147,Prof. Wilson
4188,Maddie Taylor,3199,English114,Prof. Miller
1750,Gloria Taylor,714,Physics170,Prof. Smith
2745,Kyle Taylor,598,History176,Prof. Smith
932,Simone Taylor,2514,English180,Prof. Wilson
2147,Eve Taylor,105,English150,Prof. Davis
6725,Zelda Taylor,3814,Physics130,Prof. Wilson
1073,Kimberly Taylor,1567,Physics196,Prof. Taylor
2064,Olivia Taylor,2621,CS190,Prof. Jones
1783,Elena Taylor,2376,History124,Prof. Williams
1333,Liam Taylor,2603,History179,Prof. Jones
1709,Harold Taylor,1626,Biology139,Prof. Green
2756,Victor Taylor,3645,History116,Prof. White
