StudentID,StudentName,CourseID,CourseName,Instructor
1461,Kimberly Reyes,1480,CS138,Prof. Jones
3016,Katie Jackson,101,CS188,Prof. Williams
825,Karen Reed,303,Math155,Prof. Johnson
1993,Kieran Scott,1251,CS158,Prof. Gray
475,Kyle Russell,4380,Math185,Prof. Davis
2493,Kimberly Perez,2218,English108,Prof. Wilson
1853,Karen Jenkins,4361,Math122,Prof. White
6175,Karen Hughes,2320,CS173,Prof. Taylor
3894,Karen Turner,706,History117,Prof. Green
270,Kyle Brown,2729,History160,Prof. Johnson
2135,Karen Smith,3864,English127,Prof. Jones
5153,Katie Ward,188,Physics141,Prof. Smith
5175,Kieran Adams,562,CS156,Prof. White
1073,Kimberly Taylor,1567,Physics196,Prof. Taylor
3321,Kyle Hughes,2495,Physics195,Prof. Gray
5041,Kyle Griffin,1950,Math139,Prof. Green
3988,Karen Reyes,3503,CS181,Prof. Smith
1087,Kieran Rogers,4746,Math163,Prof. Johnson
366,Kieran White,486,Biology159,Prof. Green
110,Karen Powell,4592,CS113,Prof. Johnson
2648,Katie Powell,2082,English165,Prof. Wilson
2668,Kyle Price,4816,Biology193,Prof. Wilson
3348,Kieran Smith,4286,History176,Prof. Johnson
522,Karen Martin,826,Physics143,Prof. Davis
648,Kimberly Barnes,414,English132,Prof. Taylor
521,Kimberly Cooper,3059,Biology199,Prof. Johnson
6529,Katie Bailey,463,Physics165,Prof. Williams
3770,Kimberly Walker,999,English171,Prof. Brown
5247,Kyle Baker,1290,CS196,Prof. Davis
1605,Karen Garcia,3110,Math107,Prof. Wilson
4881,Kimberly Allen,284,Math156,Prof. Davis
2764,Kieran Martinez,2184,Physics186,Prof. Miller
6808,Karen Martin,1667,Physics195,Prof. Jones
122,Kimberly Rogers,3143,CS151,Prof. Smith
6779,Kieran Smith,374,CS104,Prof. Williams
6821,Kyle Moore,1332,CS134,Prof. White
1866,Katie Nelson,2350,Physics105,Prof. White
3686,Kimberly Coleman,1226,CS191,Prof. Jones
1626,Kyle Peterson,3604,English197,Prof. Green
960,Kimberly Kelly,3233,Biology109,Prof. Davis
3212,Kieran Sullivan,3561,English134,Prof. Wilson
3891,Karen Sullivan,4969,Biology102,Prof. Brown
