StudentID,StudentName,CourseID,CourseName,Instructor
2064,Olivia Taylor,1804,Biology199,Prof. Wilson
1709,Harold Taylor,1088,English106,Prof. Wilson
3408,Derek Taylor,1725,Math186,Prof. Gray
4224,Ursula Taylor,4602,Physics197,Prof. Wilson
5154,Adrian Taylor,243,Biology115,Prof. Miller
1073,Kimberly Taylor,1567,Physics196,Prof. Taylor
3859,Freddie Taylor,3752,History132,Prof. Miller
5577,Leon Taylor,4502,Math130,Prof. Gray
3656,Gareth Taylor,1084,Math145,Prof. White
1333,Liam Taylor,1704,Biology160,Prof. Miller
932,Simone Taylor,2514,English180,Prof. Wilson
2064,Olivia Taylor,2659,Biology150,Prof. White
160,Patrick Taylor,4960,History140,Prof. Brown
4623,Dave Taylor,3950,Math186,Prof. Miller
4772,Dennis Taylor,481,Physics110,Prof. Green
6257,Vera Taylor,2790,Physics156,Prof. Wilson
2064,Olivia Taylor,2621,CS190,Prof. Jones
3477,Rita Taylor,670,Math174,Prof. Jones
4224,Ursula Taylor,3796,History152,Prof. Davis
6058,Kimberly Taylor,2595,Biology194,Prof. Jones
1709,Harold Taylor,1448,Biology114,Prof. Williams
995,Tracy Taylor,2112,Biology163,Prof. Wilson
1832,Valerie Taylor,2049,CS125,Prof. Gray
6942,Nathan Taylor,4991,English175,Prof. Brown
2704,Irene Taylor,927,CS102,Prof. Davis
3647,Uriel Taylor,3745,Math130,Prof. Miller
1832,Valerie Taylor,594,English190,Prof. Brown
4884,Mark Taylor,2437,Math183,Prof. Davis
975,Derek Taylor,3573,Physics122,Prof. Wilson
2704,Irene Taylor,4789,English136,Prof. Jones
3477,Rita Taylor,1894,History142,Prof. Williams
6931,Steve Taylor,1419,English187,Prof. Miller
374,Renee Taylor,2406,Math146,Prof. Smith
6629,Isaac Taylor,2306,History196,Prof. White
4884,Mark Taylor,3989,Math155,Prof. Brown
5577,Leon Taylor,4853,Biology126,Prof. Brown
4772,Dennis Taylor,1429,English163,Prof. Williams
1172,Tina Taylor,2771,English140,Prof. Taylor
4224,Ursula Taylor,884,Physics144,Prof. Jones
3751,Will Taylor,923,Physics143,Prof. Johnson
5868,Yasmine Taylor,3692,Physics142,Prof. Brown
6725,Zelda Taylor,231,Physics193,Prof. Jones
5721,Bryan Taylor,2203,Math110,Prof. Taylor
1172,Tina Taylor,1326,CS108,Prof. Wilson
1781,Sebastian Taylor,607,CS105,Prof. Taylor
4224,Ursula Taylor,3023,English121,Prof. White
5590,Ethan Taylor,2174,Physics106,Prof. Smith
6931,Steve Taylor,179,History165,Prof. White
2745,Kyle Taylor,1630,Math188,Prof. Miller
1338,Bob Taylor,1905,History197,Prof. Williams
5199,Ursula Taylor,2347,CS148,Prof. Smith
6942,Nathan Taylor,4719,English198,Prof. Jones
1338,Bob Taylor,3821,Physics197,Prof. Davis
2756,Victor Taylor,1318,CS145,Prof. Davis
1333,Liam Taylor,2603,History179,Prof. Jones
5954,Caleb Taylor,1836,CS162,Prof. Brown
6477,Jackie Taylor,3534,History147,Prof. Wilson
1709,Harold Taylor,3499,Math138,Prof. Miller
