StudentID,StudentName,CourseID,CourseName,Instructor
2732,Karen Howard,2654,Math171,Prof. Johnson
3332,Kyle Torres,3403,Math120,Prof. Smith
3439,Katie Cook,2866,CS164,Prof. Miller
6603,Kieran Perry,2040,History114,Prof. Jones
2298,Kyle Gonzalez,388,History192,Prof. Williams
1605,Karen Garcia,3110,Math107,Prof. Wilson
1626,Kyle Peterson,2133,Biology104,Prof. Green
5175,Kieran Adams,562,CS156,Prof. White
4565,Kyle Powell,1377,History120,Prof. Gray
3894,Karen Turner,4964,History184,Prof. Davis
3321,Kyle Hughes,4282,English188,Prof. Johnson
5450,Kieran Rodriguez,3142,Math168,Prof. Williams
520,Katie Torres,167,English146,Prof. Smith
3894,Karen Turner,706,History117,Prof. Green
122,Kimberly Rogers,2773,History122,Prof. Gray
1637,Karen Ortiz,1808,CS184,Prof. Williams
2728,Kieran Morgan,1572,History150,Prof. Gray
3983,Karen Scott,4523,Physics114,Prof. Gray
2305,Katie Robinson,2223,History138,Prof. Wilson
611,Karen Henderson,1922,Physics183,Prof. White
6780,Kimberly Jackson,1155,CS124,Prof. Wilson
3321,Kyle Hughes,1872,Math140,Prof. White
846,Kieran Reyes,1760,English143,Prof. Jones
433,Kyle Powell,3772,English136,Prof. Miller
2204,Kimberly Myers,1779,Biology180,Prof. Williams
1853,Karen Jenkins,4361,Math122,Prof. White
285,Kyle Reyes,1726,English102,Prof. Miller
3891,Karen Sullivan,902,History173,Prof. White
586,Kimberly White,3973,Biology178,Prof. Williams
5351,Katie Ward,1632,Biology120,Prof. Davis
1726,Karen Morgan,1889,Biology150,Prof. Green
6175,Karen Hughes,2320,CS173,Prof. Taylor
6917,Karen Henderson,466,History169,Prof. Brown
1461,Kimberly Reyes,1480,CS138,Prof. Jones
6877,Kieran Cook,907,Biology120,Prof. White
6058,Kimberly Taylor,2595,Biology194,Prof. Jones
3567,Kimberly Barnes,1592,Physics109,Prof. Wilson
648,Kimberly Barnes,4547,English155,Prof. Smith
6678,Katie Adams,3837,Math106,Prof. Wilson
1993,Kieran Scott,739,CS179,Prof. Davis
1433,Kyle Morris,4668,Math156,Prof. Smith
586,Kimberly White,4516,English141,Prof. Gray
4881,Kimberly Allen,284,Math156,Prof. Davis
1365,Katie Reed,2051,CS145,Prof. Taylor
4645,Kieran Peterson,3195,Math116,Prof. Smith
1969,Kyle Hughes,2729,History160,Prof. Johnson
2680,Kieran Jenkins,1271,Physics135,Prof. White
5351,Katie Ward,226,CS124,Prof. Williams
3052,Kimberly Baker,3039,Physics128,Prof. Wilson
4059,Kyle Moore,2317,Biology121,Prof. Gray
3912,Katie Evans,2440,English120,Prof. Williams
6821,Kyle Moore,1332,CS134,Prof. White
2594,Katie Henderson,2172,Physics106,Prof. Williams
3760,Kyle Ortiz,599,History138,Prof. Gray
1421,Kimberly Miller,1568,CS135,Prof. Miller
1090,Kimberly Clark,4194,Biology162,Prof. Taylor
3690,Katie Morgan,4669,CS165,Prof. Davis
1605,Karen Garcia,1887,English149,Prof. Gray
1337,Karen Reyes,2108,Biology132,Prof. Smith
5435,Katie Long,4535,CS174,Prof. Johnson
3033,Katie Mitchell,1976,Physics118,Prof. Taylor
2648,Katie Powell,3248,Physics174,Prof. Davis
2335,Kyle Robinson,3081,History137,Prof. Taylor
285,Kyle Reyes,1792,CS196,Prof. White
3891,Karen Sullivan,4969,Biology102,Prof. Brown
475,Kyle Russell,4380,Math185,Prof. Davis
3016,Katie Jackson,322,English157,Prof. Johnson
1780,Karen Henderson,142,Physics199,Prof. Johnson
168,Katie Sanders,4132,Biology140,Prof. Johnson
296,Kyle Mitchell,1893,Biology125,Prof. Brown
377,Karen Torres,1865,Math139,Prof. Jones
1087,Kieran Rogers,1013,Math120,Prof. Brown
4270,Katie Williams,905,English178,Prof. Green
5435,Katie Long,744,Physics193,Prof. Green
2745,Kyle Taylor,1077,English130,Prof. White
548,Kieran Cook,4162,CS124,Prof. Smith
4059,Kyle Moore,812,English101,Prof. Green
686,Katie Cooper,1790,History179,Prof. Williams
6331,Kieran Coleman,647,Physics143,Prof. Brown
4377,Kimberly Parker,4403,Biology173,Prof. Smith
4788,Katie Hall,2891,Physics192,Prof. Miller
4059,Kyle Moore,1397,Math155,Prof. Wilson
5704,Katie Turner,1381,Biology156,Prof. Green
4368,Kyle Fisher,786,English172,Prof. Brown
2675,Kieran Cooper,919,Math181,Prof. Williams
6314,Katie Lewis,2069,English188,Prof. White
5153,Katie Ward,188,Physics141,Prof. Smith
4634,Karen Brown,920,Biology110,Prof. Wilson
586,Kimberly White,1489,English168,Prof. Miller
343,Kyle Baker,2893,History101,Prof. Green
2745,Kyle Taylor,598,History176,Prof. Smith
2013,Kieran Lewis,1424,History183,Prof. White
5175,Kieran Adams,3872,Physics198,Prof. Jones
2764,Kieran Martinez,2184,Physics186,Prof. Miller
4578,Kyle Perez,1200,English153,Prof. Gray
3635,Katie Cruz,166,Biology115,Prof. White
4377,Kimberly Parker,3395,English164,Prof. Davis
343,Kyle Baker,4260,English149,Prof. Davis
4321,Katie Baker,2162,Biology124,Prof. Jones
886,Kyle Russell,2187,CS118,Prof. Williams
2668,Kyle Price,4816,Biology193,Prof. Wilson
4353,Katie Perry,4571,History183,Prof. Davis
147,Kyle Bailey,2336,English133,Prof. Wilson
4462,Karen Hall,4636,Biology122,Prof. Smith
5288,Kimberly Henderson,117,CS127,Prof. Miller
6854,Kieran Campbell,4845,History126,Prof. Miller
5041,Kyle Griffin,1978,Math131,Prof. Williams
