StudentID,StudentName,CourseID,CourseName,Instructor
5175,Kieran Adams,3872,Physics198,Prof. Jones
4110,Adrian Allen,2124,History137,Prof. Smith
5548,Theo Gonzalez,3217,Math179,Prof. Miller
5623,Hazel Bailey,3865,Math111,Prof. Gray
9,Cindy Brown,3627,History190,Prof. Davis
6313,Nathan Martinez,2295,Physics121,Prof. Davis
2613,Noah Baker,4886,Biology167,Prof. Jones
6472,Jack Perry,3844,Biology165,Prof. Smith
1116,Winston Miller,2873,Math182,Prof. Johnson
6968,Helen Morris,4509,English116,Prof. Jones
2308,Gloria Morgan,4481,Physics106,Prof. Miller
6,Yosef Rodriguez,3157,Math113,Prof. Smith
3191,Dana Morgan,3073,Math129,Prof. Miller
6959,Sophia Russell,3179,English147,Prof. Taylor
5846,Yvette Reed,2288,History199,Prof. Smith
2266,Milo Peterson,4115,History188,Prof. Smith
3031,Zane White,2161,History125,Prof. Green
4788,Katie Hall,2891,Physics192,Prof. Miller
5249,Monica Anderson,2459,Physics179,Prof. Johnson
5822,Harry Smith,2197,Math149,Prof. Davis
4052,Bryan Sullivan,4085,History194,Prof. Green
3993,Theo Bailey,2333,English147,Prof. White
4485,Penny Myers,3763,CS101,Prof. Green
203,Patrick Evans,4792,Biology193,Prof. Johnson
2826,Carol Coleman,4414,Biology139,Prof. Smith
5338,Tara Adams,2043,Physics138,Prof. Gray
1156,Nate Jenkins,4315,Biology136,Prof. Brown
6841,Xander Bailey,3402,CS110,Prof. Smith
129,Julia Perez,2780,English109,Prof. Williams
6292,Maddie Thomas,4200,Biology129,Prof. Green
6459,Noah Barnes,3651,English104,Prof. Brown
4569,Ivy Jackson,3964,Biology108,Prof. Brown
4615,Charlie Young,3526,Physics187,Prof. White
5102,Rose Morgan,2403,CS120,Prof. Davis
4130,Paul Griffin,3409,History161,Prof. Davis
618,Jackie Williams,3342,English175,Prof. Miller
4706,Isaac White,3953,CS178,Prof. Green
1801,Adrian Moore,3349,CS138,Prof. Smith
1399,Charlie Davis,2273,Math139,Prof. Miller
4155,Charlie Gonzalez,3610,Biology197,Prof. Brown
4674,Philip Lewis,2657,English140,Prof. White
2702,Bianca Jenkins,3703,Math153,Prof. Gray
542,Mark Peterson,2828,Physics155,Prof. White
4609,Monica Barnes,2632,Biology149,Prof. Jones
65,Wyatt Peterson,3356,History186,Prof. Smith
1337,Karen Reyes,2108,Biology132,Prof. Smith
1940,Tim Morris,2156,Physics144,Prof. Davis
4044,Gina Griffin,2975,English179,Prof. Davis
333,Oscar Barnes,2714,Math120,Prof. Jones
2069,Alice Perez,3612,English161,Prof. Jones
1270,Leon Gonzalez,3167,Math159,Prof. Green
1531,Winston Baker,4018,Math161,Prof. Miller
2975,Ian Scott,3724,Biology128,Prof. Green
2774,Nathan Wright,4022,Math178,Prof. Miller
2216,Emma Clark,3201,English138,Prof. Davis
885,Ophelia Williams,4666,CS168,Prof. Davis
498,Cindy Powell,4293,Biology180,Prof. Smith
6097,Ruby Bailey,3257,History151,Prof. Green
2822,Felix Bell,2356,English183,Prof. Williams
5130,Eve Reed,3686,Biology101,Prof. Davis
2129,Jackie Lewis,2529,Math186,Prof. Smith
2278,Ruby Scott,2979,Physics169,Prof. Green
300,Uriel Foster,2225,History107,Prof. Davis
5403,Gareth Fisher,2957,History129,Prof. Brown
4311,Felix Morgan,3126,English193,Prof. Gray
570,Jack Evans,3270,Biology187,Prof. Brown
5925,Bryan Ortiz,3170,Physics192,Prof. Smith
5883,Maddie Allen,2559,Physics114,Prof. Jones
4677,Aaron Long,2191,English142,Prof. Davis
4535,Victor Carter,4632,Math169,Prof. Smith
4770,Ian Adams,4093,History173,Prof. Davis
2980,Liam Gray,3348,CS113,Prof. Davis
6415,Caleb King,3112,Math160,Prof. Jones
2705,Bob Allen,3738,English102,Prof. Brown
1936,Julia Lee,4133,CS184,Prof. Brown
5532,Bella Morgan,2251,CS140,Prof. Brown
1842,Yosef Henderson,3334,English139,Prof. Green
6027,Yara Cooper,2239,Biology143,Prof. Green
3697,Ivy Thomas,3562,Physics131,Prof. Davis
1875,Tim Russell,2373,CS115,Prof. Wilson
1648,Harold Garcia,2321,Biology123,Prof. White
5734,Penny Sullivan,2639,Biology143,Prof. Miller
3860,Vanessa Campbell,2625,Physics169,Prof. Johnson
3077,Wyatt Thomas,4090,History185,Prof. Williams
1301,Nate King,2703,Physics185,Prof. Miller
1462,Oscar Campbell,4427,History114,Prof. Wilson
3768,Ethan Foster,3445,CS196,Prof. Williams
1855,Yvonne Nelson,4646,History120,Prof. Smith
719,Uriah Sanders,2135,CS159,Prof. Williams
3053,Zane Nelson,4086,History124,Prof. Brown
3189,Zelda Wright,4013,Math145,Prof. Miller
4558,Bella Campbell,3056,History113,Prof. Taylor
83,Tim Barnes,2058,CS156,Prof. Davis
3176,Maddie Harris,4048,History176,Prof. Williams
4864,Karen Parker,3862,Math140,Prof. Davis
6503,Xena Clark,4801,Biology129,Prof. Davis
4679,Quinn Griffin,2217,Math182,Prof. Gray
5458,Karen Cook,3299,CS117,Prof. White
2849,Isla Brown,2686,Math101,Prof. Green
6775,Isaac Hall,3028,Math135,Prof. Williams
5684,Dave Walker,2651,Physics103,Prof. Green
6506,Yasmine Anderson,3954,English125,Prof. Smith
524,Victor Kelly,2552,History109,Prof. Brown
4068,Jack Johnson,2864,Math177,Prof. Gray
1174,Tina Wilson,3855,Biology186,Prof. Gray
6564,Harry Nelson,4178,History172,Prof. Davis
3392,Ophelia King,2997,Math136,Prof. Johnson
2264,Ursula Foster,2767,Biology177,Prof. Brown
6149,Yvonne Garcia,3735,Math147,Prof. Brown
551,Jackie Young,2743,Math110,Prof. Davis
477,Dana Thompson,2181,Math123,Prof. Miller
