StudentID,StudentName,CourseID,CourseName,Instructor
5175,Kieran Adams,3872,Physics198,Prof. Jones
1207,Emma Powell,468,History118,Prof. Jones
5623,Hazel Bailey,476,CS197,Prof. Jones
2618,Frances Torres,1138,English126,Prof. Davis
4110,Adrian Allen,2124,History137,Prof. Smith
4324,Bianca Turner,1590,English118,Prof. Green
4716,Valerie Cook,1950,Math139,Prof. Green
2613,Noah Baker,4886,Biology167,Prof. Jones
4169,Jackie Torres,178,History166,Prof. Miller
2886,Bella Long,1700,Math177,Prof. Williams
5971,Zelda Myers,1808,CS184,Prof. Williams
6472,Jack Perry,3844,Biology165,Prof. Smith
6391,Harold Jenkins,1752,Biology168,Prof. White
765,Hazel Morris,884,Physics144,Prof. Jones
5846,Yvette Reed,2288,History199,Prof. Smith
272,Irene Nelson,2934,English128,Prof. Miller
129,Julia Perez,2780,English109,Prof. Williams
203,Patrick Evans,4792,Biology193,Prof. Johnson
6273,Elliot Wilson,1718,Biology195,Prof. Smith
2826,Carol Coleman,4414,Biology139,Prof. Smith
6841,Xander Bailey,3402,CS110,Prof. Smith
847,Omar Evans,1672,CS140,Prof. Johnson
6292,Maddie Thomas,4200,Biology129,Prof. Green
239,Mark Young,1310,Biology145,Prof. White
4569,Ivy Jackson,3964,Biology108,Prof. Brown
4615,Charlie Young,3526,Physics187,Prof. White
777,Tina Scott,726,Physics182,Prof. Johnson
618,Jackie Williams,3342,English175,Prof. Miller
4135,Xena Sullivan,514,CS135,Prof. Taylor
1056,Rita Turner,1094,Math149,Prof. Johnson
4155,Charlie Gonzalez,3610,Biology197,Prof. Brown
542,Mark Peterson,2828,Physics155,Prof. White
6964,Quincy Jones,768,Biology198,Prof. Taylor
4609,Monica Barnes,2632,Biology149,Prof. Jones
65,Wyatt Peterson,3356,History186,Prof. Smith
1337,Karen Reyes,2108,Biology132,Prof. Smith
1940,Tim Morris,2156,Physics144,Prof. Davis
333,Oscar Barnes,2714,Math120,Prof. Jones
2069,Alice Perez,3612,English161,Prof. Jones
1531,Winston Baker,4018,Math161,Prof. Miller
4134,Omar Turner,1584,Math133,Prof. Jones
5376,Uriah Sullivan,774,History116,Prof. Smith
2975,Ian Scott,3724,Biology128,Prof. Green
2774,Nathan Wright,4022,Math178,Prof. Miller
885,Ophelia Williams,4666,CS168,Prof. Davis
590,Rita Peterson,832,Math173,Prof. Wilson
1481,Yasmine Price,1180,CS182,Prof. Taylor
6353,Bryan Martinez,540,English116,Prof. Green
2822,Felix Bell,2356,English183,Prof. Williams
5610,Nathan White,1072,Physics114,Prof. Green
5130,Eve Reed,3686,Biology101,Prof. Davis
3876,Yvette Reyes,1288,Biology156,Prof. Taylor
4311,Felix Morgan,3126,English193,Prof. Gray
570,Jack Evans,3270,Biology187,Prof. Brown
5925,Bryan Ortiz,3170,Physics192,Prof. Smith
3821,Will Cook,158,History169,Prof. Jones
4240,Gareth Myers,504,CS131,Prof. Smith
4535,Victor Carter,4632,Math169,Prof. Smith
2247,Elliot Myers,258,CS189,Prof. White
2980,Liam Gray,3348,CS113,Prof. Davis
1476,Ophelia Howard,1176,CS155,Prof. Johnson
1421,Kimberly Miller,1568,CS135,Prof. Miller
6415,Caleb King,3112,Math160,Prof. Jones
2705,Bob Allen,3738,English102,Prof. Brown
2325,Tim Cooper,1900,Math123,Prof. Williams
5719,Hank Robinson,1856,History123,Prof. Davis
3553,Dana Foster,1106,History139,Prof. Williams
2629,Laura Price,1096,History123,Prof. White
3697,Ivy Thomas,3562,Physics131,Prof. Davis
1842,Yosef Henderson,3334,English139,Prof. Green
1423,Gareth Rodriguez,796,Math125,Prof. Johnson
1870,Isla Gonzalez,854,Physics101,Prof. Wilson
5255,Bob Carter,1248,Physics194,Prof. Johnson
481,Tracy Harris,1484,Math194,Prof. White
3032,Laura Reed,1848,CS139,Prof. Taylor
872,Mark Clark,1250,Biology116,Prof. White
3077,Wyatt Thomas,4090,History185,Prof. Williams
1401,Philip Lee,1964,Biology119,Prof. Williams
2065,Jasper Long,1460,English122,Prof. Johnson
1391,Simone Adams,1728,History121,Prof. Gray
3485,Julia Evans,1016,CS164,Prof. Brown
1855,Yvonne Nelson,4646,History120,Prof. Smith
2550,Hank Foster,1422,History131,Prof. Smith
3053,Zane Nelson,4086,History124,Prof. Brown
3655,Lena Hall,982,CS124,Prof. Davis
4558,Bella Campbell,3056,History113,Prof. Taylor
6653,Ethan Allen,522,Physics133,Prof. Gray
83,Tim Barnes,2058,CS156,Prof. Davis
3176,Maddie Harris,4048,History176,Prof. Williams
1419,Kyle Long,916,English162,Prof. Brown
6232,Yvonne Myers,192,CS185,Prof. Jones
5165,Vince Wright,1802,History190,Prof. White
4864,Karen Parker,3862,Math140,Prof. Davis
2849,Isla Brown,2686,Math101,Prof. Green
6775,Isaac Hall,3028,Math135,Prof. Williams
6506,Yasmine Anderson,3954,English125,Prof. Smith
4068,Jack Johnson,2864,Math177,Prof. Gray
524,Victor Kelly,2552,History109,Prof. Brown
5471,Eve Thomas,472,Math136,Prof. Green
6564,Harry Nelson,4178,History172,Prof. Davis
1816,Elliot Campbell,244,CS171,Prof. Brown
3554,Dana Wilson,730,Physics176,Prof. Brown
2550,Hank Foster,1184,English121,Prof. Williams
5543,Lena Reyes,1810,Math124,Prof. Jones
5141,Derek Price,698,History149,Prof. Taylor
2597,Gareth Evans,942,Physics186,Prof. Johnson
2980,Liam Gray,364,CS157,Prof. Taylor
3156,Derek Myers,1658,History117,Prof. Davis
4525,Lukas Cook,3182,History153,Prof. Wilson
3589,Ximena Scott,3500,Math102,Prof. Davis
450,Hazel Miller,4780,History157,Prof. Miller
6387,Mark Russell,2908,English148,Prof. Gray
5104,Wendy King,2798,English177,Prof. Jones
5881,Julia Thomas,534,History122,Prof. Brown
1871,Yvonne Myers,4354,Biology125,Prof. Taylor
3742,Noah Jenkins,880,CS118,Prof. Miller
4008,Mia Johnson,1880,Biology198,Prof. Gray
6187,Penny Smith,1558,Biology141,Prof. Wilson
2060,George Rogers,1646,English159,Prof. Taylor
2730,Philip Gonzalez,3600,English149,Prof. Green
2188,Kimberly Green,3482,Physics150,Prof. Taylor
3126,Karen Garcia,1486,English194,Prof. Davis
3029,Harold Nelson,4146,Biology129,Prof. Smith
1833,Yvonne Anderson,1566,Biology110,Prof. Green
5660,Jack Hall,3004,CS140,Prof. Jones
524,Victor Kelly,1806,English103,Prof. Brown
4060,Maddie Wilson,3322,Biology128,Prof. Davis
2253,Derek Bailey,344,Math160,Prof. White
6678,Katie Adams,4090,History185,Prof. Williams
2085,Elliot Russell,3552,Biology155,Prof. Gray
6252,Yvonne Ross,1860,Biology188,Prof. Wilson
1973,Diana Howard,658,History145,Prof. Davis
1741,Caleb Reyes,720,Biology112,Prof. Williams
4177,Maddie Rodriguez,4762,Math140,Prof. Wilson
5011,Wendy Henderson,2752,History189,Prof. Wilson
6485,Zoe Sanders,1896,English137,Prof. Miller
2766,Valerie Rogers,4656,CS145,Prof. White
5596,Charlie Green,4378,English197,Prof. Johnson
278,Liam Sullivan,422,English171,Prof. Jones
6737,Fiona Rogers,1298,English155,Prof. Taylor
1848,Nathan Mitchell,2662,Math159,Prof. Davis
2013,Kieran Lewis,1424,History183,Prof. White
4178,Alice Rogers,2270,Physics187,Prof. Johnson
3026,Rita Ward,4532,Math142,Prof. Davis
5326,Emma Miller,1206,Physics142,Prof. Jones
3935,Wesley Russell,1984,History187,Prof. Brown
4324,Bianca Turner,3330,English184,Prof. Wilson
4907,Bianca Martin,262,English144,Prof. Brown
6946,Tim Flores,3704,Math199,Prof. Green
498,Cindy Powell,1668,History199,Prof. Johnson
5611,Yasmine Smith,4550,Math179,Prof. Brown
6286,Vince Williams,1470,Math193,Prof. Jones
6225,Isaac Thomas,764,Math178,Prof. Smith
343,Kyle Baker,4260,English149,Prof. Davis
2761,Dennis Myers,1144,History146,Prof. Jones
4509,Paul Lewis,3134,History178,Prof. Davis
3858,Dana Garcia,872,Biology122,Prof. Wilson
3461,Alice Price,232,History155,Prof. Johnson
2935,Olivia Ross,1306,English137,Prof. Smith
3396,Winston Powell,1330,History122,Prof. Johnson
